genome_name	ncbi_acc
PRJNA362212_0554	GCA_003649545.1
PRJNA362212_0555	GCA_003649555.1
PRJNA362212_0556	GCA_003649565.1
PRJNA362212_0557	GCA_003649515.1
PRJNA362212_0558	GCA_003649495.1
PRJNA362212_0559	GCA_003649485.1
PRJNA362212_0560	GCA_003649445.1
PRJNA362212_0561	GCA_003649455.1
PRJNA362212_0562	GCA_003649425.1
PRJNA362212_0563	GCA_003649405.1
PRJNA362212_0564	GCA_003649375.1
PRJNA362212_0565	GCA_003649355.1
PRJNA362212_0566	GCA_003649345.1
PRJNA362212_0567	GCA_003649305.1
PRJNA362212_0568	GCA_003649295.1
PRJNA362212_0569	GCA_003649285.1
PRJNA362212_0570	GCA_003649255.1
PRJNA362212_0571	GCA_003649235.1
PRJNA362212_0572	GCA_003649225.1
PRJNA362212_0573	GCA_003649205.1
PRJNA362212_0574	GCA_003650905.1
PRJNA362212_0575	GCA_003650925.1
PRJNA362212_0576	GCA_003650865.1
PRJNA362212_0577	GCA_003650875.1
PRJNA362212_0578	GCA_003650845.1
PRJNA362212_0579	GCA_003650815.1
PRJNA362212_0580	GCA_003650795.1
PRJNA362212_0581	GCA_003650755.1
PRJNA362212_0582	GCA_003650785.1
PRJNA362212_0583	GCA_003650735.1
PRJNA362212_0584	GCA_003650715.1
PRJNA362212_0585	GCA_003650705.1
PRJNA362212_0586	GCA_003650665.1
PRJNA362212_0587	GCA_003650675.1
PRJNA362212_0588	GCA_003650635.1
PRJNA362212_0589	GCA_003661905.1
PRJNA362212_0590	GCA_003661915.1
PRJNA362212_0591	GCA_003661885.1
PRJNA362212_0592	GCA_003661865.1
PRJNA362212_0593	GCA_003661845.1
PRJNA362212_0594	GCA_003661825.1
PRJNA362212_0595	GCA_003661805.1
PRJNA362212_0596	GCA_003661775.1
PRJNA362212_0597	GCA_003661765.1
PRJNA362212_0598	GCA_003661745.1
PRJNA362212_0599	GCA_003661705.1
PRJNA362212_0600	GCA_003661715.1
PRJNA362212_0601	GCA_002254895.1
PRJNA362212_0602	GCA_003641585.1
PRJNA362212_0603	GCA_003641555.1
PRJNA362212_0604	GCA_003641545.1
PRJNA362212_0605	GCA_003643985.1
PRJNA362212_0606	GCA_002084985.1
PRJNA362212_0607	GCA_003643965.1
PRJNA362212_0608	GCA_003643975.1
PRJNA362212_0609	GCA_003641505.1
PRJNA362212_0610	GCA_003641495.1
PRJNA362212_0611	GCA_003641795.1
PRJNA362212_0612	GCA_003641785.1
PRJNA362212_0613	GCA_003641755.1
PRJNA362212_0614	GCA_003641485.1
PRJNA362212_0615	GCA_003641465.1
PRJNA362212_0616	GCA_003641745.1
PRJNA362212_0617	GCA_003661625.1
PRJNA362212_0618	GCA_003661605.1
PRJNA362212_0619	GCA_003661585.1
PRJNA362212_0620	GCA_003661565.1
PRJNA362212_0621	GCA_003661545.1
PRJNA362212_0622	GCA_003646045.1
PRJNA362212_0623	GCA_003646105.1
PRJNA362212_0624	GCA_003646065.1
PRJNA362212_0625	GCA_003646055.1
PRJNA362212_0626	GCA_003645115.1
PRJNA362212_0627	GCA_003645105.1
PRJNA362212_0628	GCA_003645125.1
PRJNA362212_0629	GCA_003645085.1
PRJNA362212_0630	GCA_003645055.1
PRJNA362212_0631	GCA_003645045.1
PRJNA362212_0632	GCA_003644985.1
PRJNA362212_0633	GCA_003645025.1
PRJNA362212_0634	GCA_003644995.1
PRJNA362212_0635	GCA_003644945.1
PRJNA362212_0636	GCA_003644935.1
PRJNA362212_0637	GCA_002084955.1
PRJNA362212_0638	GCA_003645965.1
