genome_name	ncbi_acc
PRJEB21624_0581	GCA_900315215.1
PRJEB21624_0582	GCA_900313755.1
PRJEB21624_0583	GCA_900313245.1
PRJEB21624_0584	GCA_900313195.1
PRJEB21624_0585	GCA_900313645.1
PRJEB21624_0586	GCA_900315685.1
PRJEB21624_0587	GCA_900322125.1
PRJEB21624_0588	GCA_900316595.1
PRJEB21624_0589	GCA_900314285.1
PRJEB21624_0590	GCA_900313945.1
PRJEB21624_0591	GCA_900313685.1
PRJEB21624_0592	GCA_900313485.1
PRJEB21624_0593	GCA_900313085.1
PRJEB21624_0594	GCA_900313175.1
PRJEB21624_0595	GCA_900315185.1
PRJEB21624_0596	GCA_900315375.1
PRJEB21624_0597	GCA_900314535.1
PRJEB21624_0598	GCA_900314575.1
PRJEB21624_0599	GCA_900314495.1
PRJEB21624_0600	GCA_900316105.1
PRJEB21624_0601	GCA_900316095.1
PRJEB21624_0602	GCA_900321805.1
PRJEB21624_0603	GCA_900321765.1
PRJEB21624_0604	GCA_900321095.1
PRJEB21624_0605	GCA_900315775.1
PRJEB21624_0606	GCA_900315955.1
PRJEB21624_0607	GCA_900316135.1
PRJEB21624_0608	GCA_900315915.1
PRJEB21624_0609	GCA_900315865.1
PRJEB21624_0610	GCA_900315765.1
PRJEB21624_0611	GCA_900315835.1
PRJEB21624_0612	GCA_900316015.1
PRJEB21624_0613	GCA_900318625.1
PRJEB21624_0614	GCA_900317895.1
PRJEB21624_0615	GCA_900318395.1
PRJEB21624_0616	GCA_900317235.1
PRJEB21624_0617	GCA_900317405.1
PRJEB21624_0618	GCA_900317545.1
PRJEB21624_0619	GCA_900317685.1
PRJEB21624_0620	GCA_900317495.1
PRJEB21624_0621	GCA_900316215.1
PRJEB21624_0622	GCA_900316225.1
PRJEB21624_0623	GCA_900316295.1
PRJEB21624_0624	GCA_900316565.1
PRJEB21624_0625	GCA_900316865.1
PRJEB21624_0626	GCA_900316785.1
PRJEB21624_0627	GCA_900322175.1
PRJEB21624_0628	GCA_900322095.1
PRJEB21624_0629	GCA_900322035.1
PRJEB21624_0630	GCA_900322015.1
PRJEB21624_0631	GCA_900321455.1
PRJEB21624_0632	GCA_900321325.1
PRJEB21624_0633	GCA_900321065.1
PRJEB21624_0634	GCA_900320905.1
PRJEB21624_0635	GCA_900320395.1
PRJEB21624_0636	GCA_900320295.1
PRJEB21624_0637	GCA_900320215.1
PRJEB21624_0638	GCA_900320015.1
PRJEB21624_0639	GCA_900319905.1
PRJEB21624_0640	GCA_900319895.1
PRJEB21624_0641	GCA_900319825.1
PRJEB21624_0642	GCA_900319715.1
PRJEB21624_0643	GCA_900319545.1
PRJEB21624_0644	GCA_900319165.1
PRJEB21624_0645	GCA_900319265.1
PRJEB21624_0646	GCA_900319305.1
PRJEB21624_0647	GCA_900319145.1
PRJEB21624_0648	GCA_900318705.1
PRJEB21624_0649	GCA_900318785.1
PRJEB21624_0650	GCA_900318855.1
PRJEB21624_0651	GCA_900314455.1
PRJEB21624_0652	GCA_900315135.1
PRJEB21624_0653	GCA_900315115.1
PRJEB21624_0654	GCA_900315035.1
PRJEB21624_0655	GCA_900314945.1
PRJEB21624_0656	GCA_900314915.1
PRJEB21624_0657	GCA_900314935.1
PRJEB21624_0658	GCA_900314995.1
PRJEB21624_0659	GCA_900315635.1
PRJEB21624_0660	GCA_900315545.1
PRJEB21624_0661	GCA_900315695.1
