genome_name	ncbi_acc
PRJNA288027_0439	GCA_001777055.1
PRJNA288027_0440	GCA_001777065.1
PRJNA288027_0441	GCA_001776685.1
PRJNA288027_0442	GCA_001776705.1
PRJNA288027_0443	GCA_001776735.1
PRJNA288027_0444	GCA_001776755.1
PRJNA288027_0445	GCA_001776775.1
PRJNA288027_0446	GCA_001777095.1
PRJNA288027_0447	GCA_001776785.1
PRJNA288027_0448	GCA_001776815.1
PRJNA288027_0449	GCA_001776835.1
PRJNA288027_0450	GCA_001777105.1
PRJNA288027_0451	GCA_001776855.1
PRJNA288027_0452	GCA_001776865.1
PRJNA288027_0453	GCA_001776895.1
PRJNA288027_0454	GCA_001776905.1
PRJNA288027_0455	GCA_001776935.1
PRJNA288027_0456	GCA_001777345.1
PRJNA288027_0457	GCA_001777335.1
PRJNA288027_0458	GCA_001777375.1
PRJNA288027_0459	GCA_001777395.1
PRJNA288027_0460	GCA_001777465.1
PRJNA288027_0461	GCA_001779745.1
PRJNA288027_0462	GCA_001777415.1
PRJNA288027_0463	GCA_001779735.1
PRJNA288027_0464	GCA_001777435.1
PRJNA288027_0465	GCA_001779775.1
PRJNA288027_0466	GCA_001779755.1
PRJNA288027_0467	GCA_001777455.1
PRJNA288027_0468	GCA_001779815.1
PRJNA288027_0469	GCA_001779835.1
PRJNA288027_0470	GCA_001777495.1
PRJNA288027_0471	GCA_001779875.1
PRJNA288027_0472	GCA_001777545.1
PRJNA288027_0473	GCA_001777515.1
PRJNA288027_0474	GCA_001779845.1
PRJNA288027_0475	GCA_001779895.1
PRJNA288027_0476	GCA_001777525.1
PRJNA288027_0477	GCA_001779915.1
PRJNA288027_0478	GCA_001779925.1
PRJNA288027_0479	GCA_001777575.1
PRJNA288027_0480	GCA_001777615.1
PRJNA288027_0481	GCA_001779975.1
PRJNA288027_0482	GCA_001777585.1
PRJNA288027_0483	GCA_001777635.1
PRJNA288027_0484	GCA_001777665.1
PRJNA288027_0485	GCA_001777655.1
PRJNA288027_0486	GCA_001779955.1
PRJNA288027_0487	GCA_001777695.1
PRJNA288027_0488	GCA_001777705.1
PRJNA288027_0489	GCA_001779985.1
PRJNA288027_0490	GCA_001777735.1
PRJNA288027_0491	GCA_001779995.1
PRJNA288027_0492	GCA_001780035.1
PRJNA288027_0493	GCA_001777745.1
PRJNA288027_0494	GCA_001780055.1
PRJNA288027_0495	GCA_001777825.1
PRJNA288027_0496	GCA_001780065.1
PRJNA288027_0497	GCA_001780075.1
PRJNA288027_0498	GCA_001777775.1
PRJNA288027_0499	GCA_001780115.1
PRJNA288027_0500	GCA_001777815.1
